계획,이수구분(주전공),이수구분(다전공),공학인증,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),수강대상
,전필-물리,복선-물리/부선-물리,,2150176101,역학1,,,,이항모,물리학과,3.0/3.0,0,40,"수 10:30-11:45 (조만식기념관 12311-이항모)
금 13:30-14:45 (조만식기념관 12311-이항모)",2학년 물리
,전선-물리,복선-물리/부선-물리/융선-인공지능반도체융합,,2150426701,파동과스펙트럼,,,,정진석,물리학과,3.0/3.0,0,40,"화 15:00-16:15 (조만식기념관 12311-정진석)
금 15:00-16:15 (조만식기념관 12311-정진석)","2학년 물리, 인공지능반도체융합"
,전선-물리,복선-물리/부선-물리/융선-양자나노융합/융선-인공지능반도체융합,,2150222101,현대물리1,,,,Doris Kim,물리학과,3.0/3.0,0,40,"화 10:30-11:45 (조만식기념관 12311-Doris Kim)
목 10:30-11:45 (조만식기념관 12311-Doris Kim)","2학년 물리, 양자나노융합, 인공지능반도체융합"
,전선-물리,복선-물리/부선-물리,,2150222301,현대물리실험,,,,이윤상,물리학과,4.0/2.0,0,25,"월 08:00-08:50 (베어드홀 01433 (현대물리실험실)-이윤상)
월 09:00-09:50 (베어드홀 01433 (현대물리실험실)-이윤상)
월 10:00-10:50 (베어드홀 01433 (현대물리실험실)-이윤상)
월 11:00-11:50 (베어드홀 01433 (현대물리실험실)-이윤상)",2학년 물리
,교직전공-물리,,,5032225701,과학교과교육론,교직전공(교과교육영역); 학점교류생 수강불가,,,박종찬,학사팀,3.0/3.0,0,40,화 18:00-20:45 (조만식기념관 12201-박종찬),"3학년 ;교직이수자 ,물리 ,화학
4학년 ;교직이수자 ,물리 ,화학"
,교직전공-물리,,,2150694301,과학교과논리및논술,교직전공(교과교육영역); 학점교류생 수강불가,,,,학사팀,3.0/2.0,0,40,월 18:00-20:45 (조만식기념관 12201-),"3학년 ;교직이수자 ,물리 ,화학
4학년 ;교직이수자 ,물리 ,화학"
,전필-물리,복필-물리/부선-물리/융선-양자나노융합/융선-인공지능반도체융합,,2150910301,양자역학1,,,,오태구,물리학과,3.0/3.0,0,40,"월 13:30-14:45 (조만식기념관 12311-오태구)
수 12:00-13:15 (조만식기념관 12311-오태구)","3학년 물리, 양자나노융합, 인공지능반도체융합"
,전선-물리,복선-물리/부선-물리,,2150125801,양자컴퓨팅입문,,EL+,,오태구,물리학과,3.0/3.0,0,40,"화 16:30-17:45 (조만식기념관 12311-오태구)
목 15:00-16:15 (조만식기념관 12311-오태구)",3학년 물리
,전선-물리,복선-물리/부선-물리,,2150197401,전자기학2,,,,정진석,물리학과,3.0/3.0,0,40,"월 15:00-16:15 (조만식기념관 12311-정진석)
수 15:00-16:15 (조만식기념관 12311-정진석)",3학년 물리
,전선-물리,복선-물리/부선-물리/융선-양자나노융합/융선-인공지능반도체융합,,2150571001,전자소재물리,,,,이동렬,물리학과,3.0/3.0,0,40,"월 09:00-10:15 (조만식기념관 12311-이동렬)
수 09:00-10:15 (조만식기념관 12311-이동렬)","3학년 물리, 양자나노융합, 인공지능반도체융합"
,전선-물리,복선-물리/부선-물리/융선-인공지능반도체융합,,2150324401,통계물리1,,,,이항모,물리학과,3.0/3.0,0,40,"화 13:30-14:45 (전산관 19327-이항모)
목 13:30-14:45 (전산관 19327-이항모)","3학년 물리, 인공지능반도체융합"
,전선-물리,복선-물리/부선-물리,,2150252301,고급실험,,,,정진석,물리학과,4.0/2.0,0,25,"수 09:00-09:50 (베어드홀 01327-정진석)
수 10:00-10:50 (베어드홀 01327-정진석)
수 11:00-11:50 (베어드홀 01327-정진석)
수 12:00-12:50 (베어드홀 01327-정진석)",4학년 물리
,전선-물리,복선-물리/부선-물리/융선-양자나노융합,,2150262301,고체물리,,,,김희상,물리학과,3.0/3.0,0,40,"월 10:30-11:45 (벤처중소기업센터 10511-김희상)
금 10:30-11:45 (벤처중소기업센터 10511-김희상)","4학년 물리, 양자나노융합"
,전선-물리,복선-물리/부선-물리,,2150512201,세미나1,,EL+,,소재필,물리학과,1.0/1.0,0,40,목 16:30-17:20 (조만식기념관 12311-소재필),4학년 물리
,전선-물리,복선-물리/부선-물리,,2150426601,입자물리및우주론,,,,Doris Kim,물리학과,3.0/3.0,0,40,"화 16:30-17:45 (진리관 11407-Doris Kim)
금 16:30-17:45 (진리관 11407-Doris Kim)",4학년 물리
,전선-물리,복선-물리/부선-물리,,2150125701,차세대반도체(캡스톤),,EL+,,오홍석,물리학과,3.0/3.0,0,40,"수 15:00-16:15 (조만식기념관 12201-오홍석)
수 16:30-17:45 (조만식기념관 12201-오홍석)",4학년 물리
