계획,이수구분(주전공),이수구분(다전공),공학인증,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),수강대상
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150459202,미생물학및실험,,대면+녹화,,김미연,의생명시스템학부,4.0/3.0,0,20,"화 10:30-11:20 (벤처중소기업센터 10511-김미연)
수 14:00-14:50 (벤처중소기업센터 10611-김미연)
수 15:00-15:50 (벤처중소기업센터 10611-김미연)",2학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150459203,미생물학및실험,,대면+녹화,,김미연,의생명시스템학부,4.0/3.0,0,20,"화 13:30-14:20 (벤처중소기업센터 10511-김미연)
수 16:00-16:50 (벤처중소기업센터 10611-김미연)
수 17:00-17:50 (벤처중소기업센터 10611-김미연)",2학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150459204,미생물학및실험,,대면+녹화,,김미연,의생명시스템학부,4.0/3.0,0,20,"화 13:30-14:20 (벤처중소기업센터 10511-김미연)
금 10:30-11:20 (벤처중소기업센터 10611-김미연)
금 11:30-12:20 (벤처중소기업센터 10611-김미연)",2학년 의생명시스템
,전기-의생명시스템,,,2150329702,미적분학1,,영어, (공통-재수강),송윤정,수학과,3.0/3.0,0,40,"수 09:00-10:15 (숭덕경상관 02108-송윤정)
금 09:00-10:15 (조만식기념관 12311-송윤정)","2학년 수학, 물리, 화학, 통계보험, 의생명시스템
3학년 수학, 물리, 화학, 통계보험, 의생명시스템
4학년 수학, 물리, 화학, 통계보험, 의생명시스템
5학년 수학, 물리, 화학, 통계보험, 의생명시스템"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150331601,미적분학1,,,,김연욱,의생명시스템학부,3.0/3.0,0,40,화 목 12:00-13:15 (숭덕경상관 02210-김연욱),2학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150458801,생명유기화학,,,,박상연,의생명시스템학부,3.0/3.0,0,75,"월 10:30-11:45 (백마관 07318-박상연)
목 10:30-11:45 (진리관 11522 (이효계강의실)-박상연)",2학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합,,2150482401,생물물리학,,,,박성희,의생명시스템학부,3.0/3.0,0,50,"월 12:00-13:15 (베어드홀 01103-박성희)
목 13:30-14:45 (백마관 07403-박성희)","2학년 의생명시스템, 빅데이터컴퓨팅융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합/융선-지식재산융합,,2150466701,알고리즘,,,,문성현,의생명시스템학부,3.0/3.0,0,50,"월 15:00-16:15 (숭덕경상관 02317-문성현)
월 16:30-17:45 (숭덕경상관 02317-문성현)","2학년 의생명시스템, 빅데이터컴퓨팅융합, 지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150072101,의생명공학,,EL+,,조광휘,의생명시스템학부,3.0/3.0,0,24,"수 09:00-10:15 (벤처중소기업센터 10712-조광휘)
수 10:30-11:45 (벤처중소기업센터 10712-조광휘)",2학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합/융선-지식재산융합,,2150472901,구조생물학,,,,박성희,의생명시스템학부,3.0/3.0,0,50,"화 12:00-13:15 (벤처중소기업센터 10309 (이도영강의실)-박성희)
화 13:30-14:45 (벤처중소기업센터 10309 (이도영강의실)-박성희)","3학년 의생명시스템,빅데이터컴퓨팅융합,지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150473001,분자생물학,,,,임도환,의생명시스템학부,3.0/3.0,0,50,수 금 13:30-14:45 (백마관 07117-임도환),3학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150096501,산업미생물학,,,,서정아,의생명시스템학부,3.0/3.0,0,40,"목 15:00-16:15 (벤처중소기업센터 10511-서정아)
목 16:30-17:45 (벤처중소기업센터 10511-서정아)",3학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합/융선-지식재산융합,,2150472801,생물통계,,,,홍지민,의생명시스템학부,3.0/3.0,0,50,"월 10:30-11:45 (백마관 07117-홍지민)
수 10:30-11:45 (백마관 07117-홍지민)","3학년 의생명시스템, 빅데이터컴퓨팅융합, 지식재산융합(정보통계보험수리학과 전체학년 제외)"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150162001,생화학2,,,,심가용,의생명시스템학부,3.0/3.0,0,40,"월 13:30-14:45 (벤처중소기업센터 10511-심가용)
월 15:00-16:15 (벤처중소기업센터 10511-심가용)",3학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합/융선-지식재산융합,,2150607601,유전체학개론,,,,김준일,의생명시스템학부,3.0/3.0,0,50,"수 12:00-13:15 (백마관 07117-김준일)
목 13:30-14:45 (백마관 07117-김준일)","3학년 의생명시스템,빅데이터컴퓨팅융합,지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-지식재산융합,,2150472701,화학정보학,,,,조광휘,의생명시스템학부,3.0/3.0,0,24,"목 09:00-10:15 (벤처중소기업센터 10712-조광휘)
목 10:30-11:45 (벤처중소기업센터 10712-조광휘)","3학년 의생명시스템, 지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합,,2150504201,면역학,,,,김미연,의생명시스템학부,3.0/3.0,0,45,"금 13:30-14:45 (벤처중소기업센터 10511-김미연)
금 15:00-16:15 (벤처중소기업센터 10511-김미연)","4학년 의생명시스템, 빅데이터컴퓨팅융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150155001,바이오시스템설계,,,,,의생명시스템학부,3.0/3.0,0,0,,4학년
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-지식재산융합,,2150072701,세포치료,,,,심가용,의생명시스템학부,3.0/3.0,0,40,"화 13:30-14:45 (벤처중소기업센터 10711-심가용)
화 15:00-16:15 (벤처중소기업센터 10711-심가용)","4학년 의생명시스템, 지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150072001,시스템생물학,,,,김준일,의생명시스템학부,3.0/3.0,0,40,"월 13:30-14:45 (숭덕경상관 02317-김준일)
금 12:00-13:15 (숭덕경상관 02317-김준일)",4학년 의생명시스템
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템/융선-빅데이터컴퓨팅융합/융선-지식재산융합,,2150482101,유전학,,,,이채영,의생명시스템학부,3.0/3.0,0,40,"화 09:00-10:15 (벤처중소기업센터 10311-이채영)
화 10:30-11:45 (벤처중소기업센터 10311-이채영)","4학년 의생명시스템, 빅데이터컴퓨팅융합, 지식재산융합"
,전선-의생명시스템,복선-의생명시스템/부선-의생명시스템,,2150504101,의생명시스템특론1,,,,이채영,의생명시스템학부,3.0/3.0,0,40,"목 09:00-10:15 (벤처중소기업센터 10511-이채영)
목 10:30-11:45 (벤처중소기업센터 10511-이채영)",4학년 의생명시스템
