과목번호,교과영역,과목명
2150333002,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]인간과사회(융합-사회)",현대도시문제
2150333601,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]실용교양(기술생활)
['15이전]자연과학과수리(융합-자연)",화학과현대생활
2150333602,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]실용교양(기술생활)
['15이전]자연과학과수리(융합-자연)",화학과현대생활
2150333801,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",미국의이해
2150333903,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",일본의이해
2150333904,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",일본의이해
2150333905,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",일본의이해
2150333906,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",일본의이해
2150342701,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]세계의문화와국제관계(핵심-창의)",국제무역의이해
2150342702,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]세계의문화와국제관계(핵심-창의)",국제무역의이해
2150342705,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]세계의문화와국제관계(핵심-창의)",국제무역의이해
2150382001,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",동아시아의역사와문화
2150382002,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",동아시아의역사와문화
2150382101,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",유럽의역사와문화
2150382801,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]정치와경제(융합-사회)",자본주의와민주주의
2150382901,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",법의이해
2150384102,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]실용교양(기술생활)
['15이전]정보와기술(융합-자연)",섬유패션의이해
2150384701,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384702,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384703,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384704,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384705,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384706,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384707,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]숭실품성-인성과리더십
['16-'18]실용교양(자기개발과진로탐색)
['15이전]생활과건강(실용-생활)",레저스포츠
2150384901,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]실용교양(개인과가족생활)
['15이전]생활과건강(실용-생활)",성의담론과이해
2150384902,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]실용교양(개인과가족생활)
['15이전]생활과건강(실용-생활)",성의담론과이해
2150385101,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-리더십이론및실천)
['15이전]인성과리더쉽(핵심-창의)",경영혁신의이해
2150479101,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-한국어의사소통
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(한국어의사소통-의사소통)
['15이전]창의성과의사소통능력(핵심-창의)",스피치와컨텐츠
2150479201,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-철학/사상)
['15이전]역사와철학(융합-인문)",정의와현대사회
2150479501,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]균형교양(자연과학-자연과학)
['15이전]자연과학과수리(융합-자연)",생명정보학의이해
2150479901,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",진로와직업선택
2150479902,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",진로와직업선택
2150480001,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",부동산학개론
2150480002,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",부동산학개론
2150480003,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",부동산학개론
2150480004,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",부동산학개론
2150480005,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(공공생활)
['15이전]정치와경제(융합-사회)",부동산학개론
2150484101,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",대학생활과진로탐색
2150484102,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",대학생활과진로탐색
2150484103,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-자기계발과진로탐색
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(자기개발과진로탐색)
['15이전]학문과진로탐색(실용-생활)",대학생활과진로탐색
2150485801,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어회화기초
2150485802,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어회화기초
2150485803,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어회화기초
2150485804,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어회화기초
2150519101,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",English Communication in Business Contex
2150519102,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",English Communication in Business Contex
2150519201,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어입문
2150519202,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어입문
2150519203,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어입문
2150519204,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-국제어)
['15이전]세계의언어(핵심-창의)",일본어입문
